Individual,Trial,Predator,Circle,Initial,Total,Treatment,ColourDifference ,Brightness,Scale Time,Pattern Scale,Avg time,EscapeResponse,ColourDiffPercent,ColourDiff,Brightness.DifferencePercent,Brightness.Difference,Length,Size
146,6,F,Y,2,5,FY,0.068000346,15864.74,1,2,3.5,FAST,6.8000346,0.068000346,24.3026042,0.243026042,138,13.8
147,1,N,B,2,8,NB,0.043606636,1969.957333,1,4,5,SLOW,4.3606636,0.043606636,3.0177042,0.030177042,148,14.8
147,2,B,B,3,4,BB,0.043606636,1969.957333,1,4,3.5,FAST,4.3606636,0.043606636,3.0177042,0.030177042,148,14.8
147,3,F,B,3,6,FB,0.043606636,1969.957333,1,4,4.5,FAST,4.3606636,0.043606636,3.0177042,0.030177042,148,14.8
147,4,N,Y,20,42,NY,0.107886473,14943.97133,2,4,31,SLOW,10.7886473,0.107886473,22.8921129,0.228921129,148,14.8
147,5,B,Y,1,2,BY,0.107886473,14943.97133,1,4,1.5,FAST,10.7886473,0.107886473,22.8921129,0.228921129,148,14.8
147,6,F,Y,2,4,FY,0.107886473,14943.97133,1,4,3,FAST,10.7886473,0.107886473,22.8921129,0.228921129,148,14.8
148,1,N,B,2,7,NB,0.146951259,3762.505333,1,3,4.5,FAST,14.6951259,0.146951259,5.7636417,0.057636417,96,9.6
148,2,B,B,3,10,BB,0.146951259,3762.505333,1,3,6.5,SLOW,14.6951259,0.146951259,5.7636417,0.057636417,96,9.6
148,3,F,B,1,2,FB,0.146951259,3762.505333,1,3,1.5,FAST,14.6951259,0.146951259,5.7636417,0.057636417,96,9.6
148,4,N,Y,24,35,NY,0.023211223,8176.164,2,3,29.5,SLOW,2.3211223,0.023211223,12.524761,0.12524761,96,9.6
148,5,B,Y,2,4,BY,0.023211223,8176.164,1,3,3,FAST,2.3211223,0.023211223,12.524761,0.12524761,96,9.6
148,6,F,Y,18,19,FY,0.023211223,8176.164,2,3,18.5,SLOW,2.3211223,0.023211223,12.524761,0.12524761,96,9.6
149,1,N,B,19,37,NB,0.192174106,2427.987667,2,4,28,SLOW,19.2174106,0.192174106,3.7193439,0.037193439,112,11.2
149,2,B,B,2,20,BB,0.192174106,2427.987667,2,4,11,SLOW,19.2174106,0.192174106,3.7193439,0.037193439,112,11.2
149,3,F,B,5,13,FB,0.192174106,2427.987667,1,4,9,SLOW,19.2174106,0.192174106,3.7193439,0.037193439,112,11.2
149,4,N,Y,14,15,NY,0.064490205,17468.157,2,4,14.5,SLOW,6.4490205,0.064490205,26.7588189,0.267588189,112,11.2
149,5,B,Y,2,4,BY,0.064490205,17468.157,1,4,3,FAST,6.4490205,0.064490205,26.7588189,0.267588189,112,11.2
149,6,F,Y,2,4,FY,0.064490205,17468.157,1,4,3,FAST,6.4490205,0.064490205,26.7588189,0.267588189,112,11.2
151,1,N,B,4,5,NB,0.099121589,3252.026667,1,2,4.5,FAST,9.9121589,0.099121589,4.9816585,0.049816585,117,11.7
151,2,B,B,2,17,BB,0.099121589,3252.026667,1,2,9.5,SLOW,9.9121589,0.099121589,4.9816585,0.049816585,117,11.7
151,3,F,B,3,12,FB,0.099121589,3252.026667,1,2,7.5,SLOW,9.9121589,0.099121589,4.9816585,0.049816585,117,11.7
151,4,N,Y,2,4,NY,0.045372957,17311.303,1,2,3,FAST,4.5372957,0.045372957,26.5185401,0.265185401,117,11.7
151,5,B,Y,2,3,BY,0.045372957,17311.303,1,2,2.5,FAST,4.5372957,0.045372957,26.5185401,0.265185401,117,11.7
151,6,F,Y,3,13,FY,0.045372957,17311.303,1,2,8,SLOW,4.5372957,0.045372957,26.5185401,0.265185401,117,11.7
152,1,N,B,5,7,NB,0.133256245,1732.237667,1,4,6,SLOW,13.3256245,0.133256245,2.6535503,0.026535503,102,10.2
152,2,B,B,1,3,BB,0.133256245,1732.237667,1,4,2,FAST,13.3256245,0.133256245,2.6535503,0.026535503,102,10.2
152,3,F,B,4,13,FB,0.133256245,1732.237667,1,4,8.5,SLOW,13.3256245,0.133256245,2.6535503,0.026535503,102,10.2
152,4,N,Y,1,5,NY,0.017471629,16165.74167,1,4,3,FAST,1.7471629,0.017471629,24.7636974,0.247636974,102,10.2
152,5,B,Y,2,3,BY,0.017471629,16165.74167,1,4,2.5,FAST,1.7471629,0.017471629,24.7636974,0.247636974,102,10.2
152,6,F,Y,2,6,FY,0.017471629,16165.74167,1,4,4,FAST,1.7471629,0.017471629,24.7636974,0.247636974,102,10.2
153,1,N,B,1,2,NB,0.210745416,489.0826667,1,2,1.5,FAST,21.0745416,0.210745416,0.7492075,0.007492075,131,13.1
153,2,B,B,2,11,BB,0.210745416,489.0826667,1,2,6.5,SLOW,21.0745416,0.210745416,0.7492075,0.007492075,131,13.1
153,3,F,B,3,6,FB,0.210745416,489.0826667,1,2,4.5,FAST,21.0745416,0.210745416,0.7492075,0.007492075,131,13.1
153,4,N,Y,3,4,NY,0.016730426,15016.517,1,2,3.5,FAST,1.6730426,0.016730426,23.003243,0.23003243,131,13.1
153,5,B,Y,4,5,BY,0.016730426,15016.517,1,2,4.5,FAST,1.6730426,0.016730426,23.003243,0.23003243,131,13.1
153,6,F,Y,7,8,FY,0.016730426,15016.517,1,2,7.5,SLOW,1.6730426,0.016730426,23.003243,0.23003243,131,13.1
154,1,N,B,4,7,NB,0.1252763,2294.489,1,4,5.5,SLOW,12.52763,0.1252763,3.5148422,0.035148422,104,10.4
154,2,B,B,1,2,BB,0.1252763,2294.489,1,4,1.5,FAST,12.52763,0.1252763,3.5148422,0.035148422,104,10.4
154,3,F,B,2,8,FB,0.1252763,2294.489,1,4,5,SLOW,12.52763,0.1252763,3.5148422,0.035148422,104,10.4
154,4,N,Y,2,3,NY,0.08726461,15831.62367,1,4,2.5,FAST,8.726461,0.08726461,24.2518745,0.242518745,104,10.4
154,5,B,Y,2,3,BY,0.08726461,15831.62367,1,4,2.5,FAST,8.726461,0.08726461,24.2518745,0.242518745,104,10.4
154,6,F,Y,1,2,FY,0.08726461,15831.62367,1,4,1.5,FAST,8.726461,0.08726461,24.2518745,0.242518745,104,10.4
155,1,N,B,1,2,NB,0.13450088,8857.196667,1,3,1.5,FAST,13.450088,0.13450088,13.5680096,0.135680096,103,10.3
155,2,B,B,3,10,BB,0.13450088,8857.196667,1,3,6.5,SLOW,13.450088,0.13450088,13.5680096,0.135680096,103,10.3
155,3,F,B,2,5,FB,0.13450088,8857.196667,1,3,3.5,FAST,13.450088,0.13450088,13.5680096,0.135680096,103,10.3
155,4,N,Y,1,2,NY,0.086357521,4870.491667,1,3,1.5,FAST,8.6357521,0.086357521,7.4609247,0.074609247,103,10.3
155,5,B,Y,3,6,BY,0.086357521,4870.491667,1,3,4.5,FAST,8.6357521,0.086357521,7.4609247,0.074609247,103,10.3
155,6,F,Y,1,2,FY,0.086357521,4870.491667,1,3,1.5,FAST,8.6357521,0.086357521,7.4609247,0.074609247,103,10.3
156,1,N,B,38,60,NB,0.155960391,788.7903333,2,2,49,SLOW,15.5960391,0.155960391,1.2083185,0.012083185,117,11.7
156,2,B,B,2,3,BB,0.155960391,788.7903333,1,2,2.5,FAST,15.5960391,0.155960391,1.2083185,0.012083185,117,11.7
156,3,F,B,11,20,FB,0.155960391,788.7903333,2,2,15.5,SLOW,15.5960391,0.155960391,1.2083185,0.012083185,117,11.7
156,4,N,Y,7,28,NY,0.054067911,13662.04667,2,2,17.5,SLOW,5.4067911,0.054067911,20.9283803,0.209283803,117,11.7
156,5,B,Y,2,11,BY,0.054067911,13662.04667,1,2,6.5,SLOW,5.4067911,0.054067911,20.9283803,0.209283803,117,11.7
156,6,F,Y,3,6,FY,0.054067911,13662.04667,1,2,4.5,FAST,5.4067911,0.054067911,20.9283803,0.209283803,117,11.7
157,1,N,B,17,23,NB,0.133705443,92.06366667,2,2,20,SLOW,13.3705443,0.133705443,0.1410289,0.001410289,196,19.6
157,2,B,B,2,3,BB,0.133705443,92.06366667,1,2,2.5,FAST,13.3705443,0.133705443,0.1410289,0.001410289,196,19.6
157,3,F,B,1,2,FB,0.133705443,92.06366667,1,2,1.5,FAST,13.3705443,0.133705443,0.1410289,0.001410289,196,19.6
157,4,N,Y,1,2,NY,0.084246906,13040.88867,1,2,1.5,FAST,8.4246906,0.084246906,19.9768515,0.199768515,196,19.6
157,5,B,Y,2,3,BY,0.084246906,13040.88867,1,2,2.5,FAST,8.4246906,0.084246906,19.9768515,0.199768515,196,19.6
157,6,F,Y,2,4,FY,0.084246906,13040.88867,1,2,3,FAST,8.4246906,0.084246906,19.9768515,0.199768515,196,19.6
158,1,N,B,1,2,NB,0.119160107,1023.423,1,2,1.5,FAST,11.9160107,0.119160107,1.5677436,0.015677436,386,38.6
158,2,B,B,2,3,BB,0.119160107,1023.423,1,2,2.5,FAST,11.9160107,0.119160107,1.5677436,0.015677436,386,38.6
158,3,F,B,1,2,FB,0.119160107,1023.423,1,2,1.5,FAST,11.9160107,0.119160107,1.5677436,0.015677436,386,38.6
158,4,N,Y,1,2,NY,0.061053429,13836.111,1,2,1.5,FAST,6.1053429,0.061053429,21.195023,0.21195023,386,38.6
158,5,B,Y,2,3,BY,0.061053429,13836.111,1,2,2.5,FAST,6.1053429,0.061053429,21.195023,0.21195023,386,38.6
158,6,F,Y,2,3,FY,0.061053429,13836.111,1,2,2.5,FAST,6.1053429,0.061053429,21.195023,0.21195023,386,38.6
159,1,N,B,5,12,NB,0.150826386,1860.691333,1,2,8.5,SLOW,15.0826386,0.150826386,2.8503237,0.028503237,227,22.7
159,2,B,B,2,3,BB,0.150826386,1860.691333,1,2,2.5,FAST,15.0826386,0.150826386,2.8503237,0.028503237,227,22.7
159,3,F,B,2,4,FB,0.150826386,1860.691333,1,2,3,FAST,15.0826386,0.150826386,2.8503237,0.028503237,227,22.7
159,4,N,Y,2,3,NY,0.043232771,14812.885,1,2,2.5,FAST,4.3232771,0.043232771,22.6913067,0.226913067,227,22.7
159,5,B,Y,2,4,BY,0.043232771,14812.885,1,2,3,FAST,4.3232771,0.043232771,22.6913067,0.226913067,227,22.7
159,6,F,Y,2,4,FY,0.043232771,14812.885,1,2,3,FAST,4.3232771,0.043232771,22.6913067,0.226913067,227,22.7
160,1,N,B,2,3,NB,0.128372595,1792.146333,1,3,2.5,FAST,12.8372595,0.128372595,2.7453222,0.027453222,94,9.4
160,2,B,B,3,11,BB,0.128372595,1792.146333,1,3,7,SLOW,12.8372595,0.128372595,2.7453222,0.027453222,94,9.4
160,3,F,B,1,3,FB,0.128372595,1792.146333,1,3,2,FAST,12.8372595,0.128372595,2.7453222,0.027453222,94,9.4
160,4,N,Y,1,2,NY,0.040044658,11930.902,1,3,1.5,FAST,4.0044658,0.040044658,18.2765043,0.182765043,94,9.4
160,5,B,Y,2,3,BY,0.040044658,11930.902,1,3,2.5,FAST,4.0044658,0.040044658,18.2765043,0.182765043,94,9.4
160,6,F,Y,2,5,FY,0.040044658,11930.902,1,3,3.5,FAST,4.0044658,0.040044658,18.2765043,0.182765043,94,9.4
161,1,N,B,6,11,NB,0.05075145,2407.889,1,4,8.5,SLOW,5.075145,0.05075145,3.6885555,0.036885555,101,10.1
161,2,B,B,1,2,BB,0.05075145,2407.889,1,4,1.5,FAST,5.075145,0.05075145,3.6885555,0.036885555,101,10.1
161,3,F,B,3,8,FB,0.05075145,2407.889,1,4,5.5,SLOW,5.075145,0.05075145,3.6885555,0.036885555,101,10.1
161,4,N,Y,2,3,NY,0.132165126,15210.72,1,4,2.5,FAST,13.2165126,0.132165126,23.3007353,0.233007353,101,10.1
161,5,B,Y,2,3,BY,0.132165126,15210.72,1,4,2.5,FAST,13.2165126,0.132165126,23.3007353,0.233007353,101,10.1
161,6,F,Y,3,23,FY,0.132165126,15210.72,2,4,13,SLOW,13.2165126,0.132165126,23.3007353,0.233007353,101,10.1
162,1,N,B,7,8,NB,0.099346629,1395.448667,1,2,7.5,SLOW,9.9346629,0.099346629,2.1376358,0.021376358,181,18.1
162,2,B,B,2,3,BB,0.099346629,1395.448667,1,2,2.5,FAST,9.9346629,0.099346629,2.1376358,0.021376358,181,18.1
162,3,F,B,13,31,FB,0.099346629,1395.448667,2,2,22,SLOW,9.9346629,0.099346629,2.1376358,0.021376358,181,18.1
162,4,N,Y,8,9,NY,0.083837644,15345.77133,1,2,8.5,SLOW,8.3837644,0.083837644,23.5076154,0.235076154,181,18.1
162,5,B,Y,2,3,BY,0.083837644,15345.77133,1,2,2.5,FAST,8.3837644,0.083837644,23.5076154,0.235076154,181,18.1
162,6,F,Y,3,21,FY,0.083837644,15345.77133,2,2,12,SLOW,8.3837644,0.083837644,23.5076154,0.235076154,181,18.1
164,1,N,B,2,11,NB,0.231930194,1678.121,1,1,6.5,SLOW,23.1930194,0.231930194,2.570651,0.02570651,90,9
164,2,B,B,2,3,BB,0.231930194,1678.121,1,1,2.5,FAST,23.1930194,0.231930194,2.570651,0.02570651,90,9
164,3,F,B,2,7,FB,0.231930194,1678.121,1,1,4.5,FAST,23.1930194,0.231930194,2.570651,0.02570651,90,9
164,4,N,Y,1,2,NY,0.03711536,13495.32233,1,1,1.5,FAST,3.711536,0.03711536,20.6729815,0.206729815,90,9
164,5,B,Y,1,2,BY,0.03711536,13495.32233,1,1,1.5,FAST,3.711536,0.03711536,20.6729815,0.206729815,90,9
164,6,F,Y,2,3,FY,0.03711536,13495.32233,1,1,2.5,FAST,3.711536,0.03711536,20.6729815,0.206729815,90,9
165,1,N,B,2,13,NB,0.096988012,3101.060667,1,2,7.5,SLOW,9.6988012,0.096988012,4.7503993,0.047503993,121,12.1
165,2,B,B,3,11,BB,0.096988012,3101.060667,1,2,7,SLOW,9.6988012,0.096988012,4.7503993,0.047503993,121,12.1
165,3,F,B,2,11,FB,0.096988012,3101.060667,1,2,6.5,SLOW,9.6988012,0.096988012,4.7503993,0.047503993,121,12.1
165,4,N,Y,2,4,NY,0.093808028,15451.219,1,2,3,FAST,9.3808028,0.093808028,23.6691468,0.236691468,121,12.1
165,5,B,Y,2,4,BY,0.093808028,15451.219,1,2,3,FAST,9.3808028,0.093808028,23.6691468,0.236691468,121,12.1
165,6,F,Y,3,8,FY,0.093808028,15451.219,1,2,5.5,SLOW,9.3808028,0.093808028,23.6691468,0.236691468,121,12.1
166,1,N,B,8,11,NB,0.158698285,6122.997333,1,3,9.5,SLOW,15.8698285,0.158698285,9.3795915,0.093795915,131,13.1
166,2,B,B,2,3,BB,0.158698285,6122.997333,1,3,2.5,FAST,15.8698285,0.158698285,9.3795915,0.093795915,131,13.1
166,3,F,B,1,2,FB,0.158698285,6122.997333,1,3,1.5,FAST,15.8698285,0.158698285,9.3795915,0.093795915,131,13.1
166,4,N,Y,1,3,NY,0.025463676,7160.704,1,3,2,FAST,2.5463676,0.025463676,10.9692157,0.109692157,131,13.1
166,5,B,Y,11,12,BY,0.025463676,7160.704,2,3,11.5,SLOW,2.5463676,0.025463676,10.9692157,0.109692157,131,13.1
166,6,F,Y,2,3,FY,0.025463676,7160.704,1,3,2.5,FAST,2.5463676,0.025463676,10.9692157,0.109692157,131,13.1
167,1,N,B,2,9,NB,0.235335999,1225.057667,1,5,5.5,SLOW,23.5335999,0.235335999,1.8766202,0.018766202,140,14
167,2,B,B,3,4,BB,0.235335999,1225.057667,1,5,3.5,FAST,23.5335999,0.235335999,1.8766202,0.018766202,140,14
167,3,F,B,1,2,FB,0.235335999,1225.057667,1,5,1.5,FAST,23.5335999,0.235335999,1.8766202,0.018766202,140,14
167,4,N,Y,2,3,NY,0.06562425,13021.60933,1,5,2.5,FAST,6.562425,0.06562425,19.9473182,0.199473182,140,14
167,5,B,Y,3,7,BY,0.06562425,13021.60933,1,5,5,SLOW,6.562425,0.06562425,19.9473182,0.199473182,140,14
167,6,F,Y,1,3,FY,0.06562425,13021.60933,1,5,2,FAST,6.562425,0.06562425,19.9473182,0.199473182,140,14
168,1,N,B,1,2,NB,0.124690975,734.851,1,2,1.5,FAST,12.4690975,0.124690975,1.1256909,0.011256909,95,9.5
168,2,B,B,3,7,BB,0.124690975,734.851,1,2,5,SLOW,12.4690975,0.124690975,1.1256909,0.011256909,95,9.5
168,3,F,B,6,12,FB,0.124690975,734.851,1,2,9,SLOW,12.4690975,0.124690975,1.1256909,0.011256909,95,9.5
168,4,N,Y,4,5,NY,0.054174662,14180.71133,1,2,4.5,FAST,5.4174662,0.054174662,21.7229034,0.217229034,95,9.5
168,5,B,Y,2,4,BY,0.054174662,14180.71133,1,2,3,FAST,5.4174662,0.054174662,21.7229034,0.217229034,95,9.5
168,6,F,Y,2,3,FY,0.054174662,14180.71133,1,2,2.5,FAST,5.4174662,0.054174662,21.7229034,0.217229034,95,9.5
169,1,N,B,4,14,NB,0.051849888,134.9033333,1,2,9,SLOW,5.1849888,0.051849888,0.2066534,0.002066534,121,12.1
169,2,B,B,2,4,BB,0.051849888,134.9033333,1,2,3,FAST,5.1849888,0.051849888,0.2066534,0.002066534,121,12.1
169,3,F,B,1,3,FB,0.051849888,134.9033333,1,2,2,FAST,5.1849888,0.051849888,0.2066534,0.002066534,121,12.1
169,4,N,Y,4,10,NY,0.125708251,14560.61633,1,2,7,SLOW,12.5708251,0.125708251,22.3048657,0.223048657,121,12.1
169,5,B,Y,2,3,BY,0.125708251,14560.61633,1,2,2.5,FAST,12.5708251,0.125708251,22.3048657,0.223048657,121,12.1
169,6,F,Y,2,3,FY,0.125708251,14560.61633,1,2,2.5,FAST,12.5708251,0.125708251,22.3048657,0.223048657,121,12.1
170,1,N,B,18,20,NB,0.098481823,814.5486667,2,2,19,SLOW,9.8481823,0.098481823,1.2477768,0.012477768,88,8.8
170,2,B,B,2,11,BB,0.098481823,814.5486667,1,2,6.5,SLOW,9.8481823,0.098481823,1.2477768,0.012477768,88,8.8
170,3,F,B,4,8,FB,0.098481823,814.5486667,1,2,6,SLOW,9.8481823,0.098481823,1.2477768,0.012477768,88,8.8
170,4,N,Y,1,2,NY,0.079295506,14777.16267,1,2,1.5,FAST,7.9295506,0.079295506,22.636585,0.22636585,88,8.8
170,5,B,Y,2,3,BY,0.079295506,14777.16267,1,2,2.5,FAST,7.9295506,0.079295506,22.636585,0.22636585,88,8.8
170,6,F,Y,1,3,FY,0.079295506,14777.16267,1,2,2,FAST,7.9295506,0.079295506,22.636585,0.22636585,88,8.8
171,1,N,B,7,14,NB,0.120733022,2079.591333,2,4,10.5,SLOW,12.0733022,0.120733022,3.1856485,0.031856485,93,9.3
171,2,B,B,2,4,BB,0.120733022,2079.591333,1,4,3,FAST,12.0733022,0.120733022,3.1856485,0.031856485,93,9.3
171,3,F,B,3,15,FB,0.120733022,2079.591333,1,4,9,SLOW,12.0733022,0.120733022,3.1856485,0.031856485,93,9.3
171,4,N,Y,1,3,NY,0.028844973,14347.56033,1,4,2,FAST,2.8844973,0.028844973,21.9784932,0.219784932,93,9.3
171,5,B,Y,2,3,BY,0.028844973,14347.56033,1,4,2.5,FAST,2.8844973,0.028844973,21.9784932,0.219784932,93,9.3
171,6,F,Y,5,10,FY,0.028844973,14347.56033,1,4,7.5,SLOW,2.8844973,0.028844973,21.9784932,0.219784932,93,9.3
172,1,N,B,17,18,NB,0.103537102,2076.070333,2,2,17.5,SLOW,10.3537102,0.103537102,3.1802548,0.031802548,171,17.1
172,2,B,B,2,12,BB,0.103537102,2076.070333,1,2,7,SLOW,10.3537102,0.103537102,3.1802548,0.031802548,171,17.1
172,3,F,B,3,12,FB,0.103537102,2076.070333,1,2,7.5,SLOW,10.3537102,0.103537102,3.1802548,0.031802548,171,17.1
172,4,N,Y,17,18,NY,0.062159126,14099.61067,2,2,17.5,SLOW,6.2159126,0.062159126,21.5986683,0.215986683,171,17.1
172,5,B,Y,1,2,BY,0.062159126,14099.61067,1,2,1.5,FAST,6.2159126,0.062159126,21.5986683,0.215986683,171,17.1
172,6,F,Y,2,5,FY,0.062159126,14099.61067,1,2,3.5,FAST,6.2159126,0.062159126,21.5986683,0.215986683,171,17.1
173,1,N,B,1,2,NB,0.113889998,1520.643,1,1,1.5,FAST,11.3889998,0.113889998,2.3294164,0.023294164,86,8.6
173,2,B,B,8,11,BB,0.113889998,1520.643,1,1,9.5,SLOW,11.3889998,0.113889998,2.3294164,0.023294164,86,8.6
173,3,F,B,3,5,FB,0.113889998,1520.643,1,1,4,FAST,11.3889998,0.113889998,2.3294164,0.023294164,86,8.6
173,4,N,Y,2,4,NY,0.043058891,13536.44367,1,1,3,FAST,4.3058891,0.043058891,20.7359738,0.207359738,86,8.6
173,5,B,Y,2,3,BY,0.043058891,13536.44367,1,1,2.5,FAST,4.3058891,0.043058891,20.7359738,0.207359738,86,8.6
173,6,F,Y,2,6,FY,0.043058891,13536.44367,1,1,4,FAST,4.3058891,0.043058891,20.7359738,0.207359738,86,8.6
174,1,N,B,3,4,NB,0.115164113,9627.83,1,3,3.5,FAST,11.5164113,0.115164113,14.7485141,0.147485141,100,10
174,2,B,B,3,16,BB,0.115164113,9627.83,1,3,9.5,SLOW,11.5164113,0.115164113,14.7485141,0.147485141,100,10
174,3,F,B,2,8,FB,0.115164113,9627.83,1,3,5,SLOW,11.5164113,0.115164113,14.7485141,0.147485141,100,10
174,4,N,Y,4,5,NY,0.03829501,5724.801,1,3,4.5,FAST,3.829501,0.03829501,8.7696094,0.087696094,100,10
174,5,B,Y,4,13,BY,0.03829501,5724.801,1,3,8.5,SLOW,3.829501,0.03829501,8.7696094,0.087696094,100,10
174,6,F,Y,17,18,FY,0.03829501,5724.801,2,3,17.5,SLOW,3.829501,0.03829501,8.7696094,0.087696094,100,10
175,1,N,B,19,24,NB,0.166848825,14379.77633,2,3,21.5,SLOW,16.6848825,0.166848825,22.0278436,0.220278436,147,14.7
175,2,B,B,3,4,BB,0.166848825,14379.77633,1,3,3.5,FAST,16.6848825,0.166848825,22.0278436,0.220278436,147,14.7
175,3,F,B,2,3,FB,0.166848825,14379.77633,1,3,2.5,FAST,16.6848825,0.166848825,22.0278436,0.220278436,147,14.7
175,4,N,Y,2,3,NY,0.038125727,971.453,1,3,2.5,FAST,3.8125727,0.038125727,1.4881327,0.014881327,147,14.7
175,5,B,Y,1,2,BY,0.038125727,971.453,1,3,1.5,FAST,3.8125727,0.038125727,1.4881327,0.014881327,147,14.7
175,6,F,Y,2,3,FY,0.038125727,971.453,1,3,2.5,FAST,3.8125727,0.038125727,1.4881327,0.014881327,147,14.7
176,1,N,B,6,11,NB,0.131696234,1623.733667,1,2,8.5,SLOW,13.1696234,0.131696234,2.4873371,0.024873371,268,26.8
176,2,B,B,2,3,BB,0.131696234,1623.733667,1,2,2.5,FAST,13.1696234,0.131696234,2.4873371,0.024873371,268,26.8
176,3,F,B,3,5,FB,0.131696234,1623.733667,1,2,4,FAST,13.1696234,0.131696234,2.4873371,0.024873371,268,26.8
176,4,N,Y,2,3,NY,0.017528715,15943.43533,1,2,2.5,FAST,1.7528715,0.017528715,24.4231546,0.244231546,268,26.8
176,5,B,Y,3,12,BY,0.017528715,15943.43533,1,2,7.5,SLOW,1.7528715,0.017528715,24.4231546,0.244231546,268,26.8
176,6,F,Y,2,3,FY,0.017528715,15943.43533,1,2,2.5,FAST,1.7528715,0.017528715,24.4231546,0.244231546,268,26.8
177,1,N,B,2,5,NB,0.212628809,10614.10133,1,3,3.5,FAST,21.2628809,0.212628809,16.2593464,0.162593464,243,24.3
177,2,B,B,2,3,BB,0.212628809,10614.10133,1,3,2.5,FAST,21.2628809,0.212628809,16.2593464,0.162593464,243,24.3
177,3,F,B,2,3,FB,0.212628809,10614.10133,1,3,2.5,FAST,21.2628809,0.212628809,16.2593464,0.162593464,243,24.3
177,4,N,Y,2,3,NY,0.024450561,3981.594667,1,3,2.5,FAST,2.4450561,0.024450561,6.0992565,0.060992565,243,24.3
177,5,B,Y,2,3,BY,0.024450561,3981.594667,1,3,2.5,FAST,2.4450561,0.024450561,6.0992565,0.060992565,243,24.3
177,6,F,Y,2,3,FY,0.024450561,3981.594667,1,3,2.5,FAST,2.4450561,0.024450561,6.0992565,0.060992565,243,24.3
178,1,N,B,10,15,NB,0.061877562,1182.184333,2,2,12.5,SLOW,6.1877562,0.061877562,1.8109441,0.018109441,148,14.8
178,2,B,B,5,9,BB,0.061877562,1182.184333,1,2,7,SLOW,6.1877562,0.061877562,1.8109441,0.018109441,148,14.8
178,3,F,B,3,10,FB,0.061877562,1182.184333,1,2,6.5,SLOW,6.1877562,0.061877562,1.8109441,0.018109441,148,14.8
178,4,N,Y,8,12,NY,0.098004334,11725.531,2,2,10,SLOW,9.8004334,0.098004334,17.9619041,0.179619041,148,14.8
178,5,B,Y,2,3,BY,0.098004334,11725.531,1,2,2.5,FAST,9.8004334,0.098004334,17.9619041,0.179619041,148,14.8
178,6,F,Y,3,5,FY,0.098004334,11725.531,1,2,4,FAST,9.8004334,0.098004334,17.9619041,0.179619041,148,14.8
179,1,N,B,1,2,NB,0.164858722,9657.284333,1,1,1.5,FAST,16.4858722,0.164858722,14.7936341,0.147936341,100,10
179,2,B,B,2,3,BB,0.164858722,9657.284333,1,1,2.5,FAST,16.4858722,0.164858722,14.7936341,0.147936341,100,10
179,3,F,B,10,11,FB,0.164858722,9657.284333,2,1,10.5,SLOW,16.4858722,0.164858722,14.7936341,0.147936341,100,10
179,4,N,Y,9,12,NY,0.085628919,2760.858333,2,1,10.5,SLOW,8.5628919,0.085628919,4.229256,0.04229256,100,10
179,5,B,Y,2,3,BY,0.085628919,2760.858333,1,1,2.5,FAST,8.5628919,0.085628919,4.229256,0.04229256,100,10
179,6,F,Y,1,4,FY,0.085628919,2760.858333,1,1,2.5,FAST,8.5628919,0.085628919,4.229256,0.04229256,100,10
180,1,N,B,5,84,NB,0.088469285,1035.688333,2,4,44.5,SLOW,8.8469285,0.088469285,1.5865324,0.015865324,184,18.4
180,2,B,B,2,3,BB,0.088469285,1035.688333,1,4,2.5,FAST,8.8469285,0.088469285,1.5865324,0.015865324,184,18.4
180,3,F,B,2,3,FB,0.088469285,1035.688333,1,4,2.5,FAST,8.8469285,0.088469285,1.5865324,0.015865324,184,18.4
180,4,N,Y,6,7,NY,0.143950125,13322.38833,1,4,6.5,SLOW,14.3950125,0.143950125,20.4080704,0.204080704,184,18.4
180,5,B,Y,2,3,BY,0.143950125,13322.38833,1,4,2.5,FAST,14.3950125,0.143950125,20.4080704,0.204080704,184,18.4
180,6,F,Y,1,2,FY,0.143950125,13322.38833,1,4,1.5,FAST,14.3950125,0.143950125,20.4080704,0.204080704,184,18.4
181,1,N,B,17,20,NB,0.203372617,65.31266667,2,1,18.5,SLOW,20.3372617,0.203372617,0.10005,0.0010005,122,12.2
181,2,B,B,3,31,BB,0.203372617,65.31266667,2,1,17,SLOW,20.3372617,0.203372617,0.10005,0.0010005,122,12.2
181,3,F,B,1,3,FB,0.203372617,65.31266667,1,1,2,FAST,20.3372617,0.203372617,0.10005,0.0010005,122,12.2
181,4,N,Y,16,17,NY,0.053664598,8522.788,2,1,16.5,SLOW,5.3664598,0.053664598,13.0557414,0.130557414,122,12.2
181,5,B,Y,2,3,BY,0.053664598,8522.788,1,1,2.5,FAST,5.3664598,0.053664598,13.0557414,0.130557414,122,12.2
181,6,F,Y,2,3,FY,0.053664598,8522.788,1,1,2.5,FAST,5.3664598,0.053664598,13.0557414,0.130557414,122,12.2
182,1,N,B,6,9,NB,0.321282359,1787.966333,1,4,7.5,SLOW,32.1282359,0.321282359,2.738919,0.02738919,145,14.5
182,2,B,B,2,10,BB,0.321282359,1787.966333,1,4,6,SLOW,32.1282359,0.321282359,2.738919,0.02738919,145,14.5
182,3,F,B,3,7,FB,0.321282359,1787.966333,1,4,5,SLOW,32.1282359,0.321282359,2.738919,0.02738919,145,14.5
