Individual,Trial,Predator,Circle,Initial ,Total ,Treatment,Scale Time,EscapeResponse,ColourDiffPercent,Colour Diff,Brightness D,Brightness.DifferencePercent,Avg Time,Weber Contrast
200,2,N,B,23,40,NB,2,SLOW,10.0955913,0.100955913,2593.425333,3.957313395,31.5,-0.676602903
200,3,P,Y,25,31,PY,2,SLOW,13.1699886,0.131699886,17241.09367,26.30822258,28,-0.932945776
200,4,N,Y,14,20,NY,2,SLOW,13.1699886,0.131699886,17241.09367,26.30822258,17,-0.932945776
201,1,P,B,60,67,PB,2,SLOW,15.8398524,0.158398524,2573.195,3.926443885,63.5,-0.656304743
201,2,N,B,0,0,NB,3,SLOW,15.8398524,0.158398524,2573.195,3.926443885,0,-0.656304743
201,3,P,Y,12,16,PY,2,SLOW,7.3890764,0.073890764,18031.83267,27.51481295,14,-0.930487889
201,4,N,Y,57,61,NY,2,SLOW,7.3890764,0.073890764,18031.83267,27.51481295,59,-0.930487889
202,1,P,B,12,23,PB,2,SLOW,19.1828463,0.191828463,3153.931667,4.812591236,17.5,-0.700807984
202,2,N,B,80,86,NB,2,SLOW,19.1828463,0.191828463,3153.931667,4.812591236,83,-0.700807984
202,3,P,Y,5,6,PY,1,FAST,4.678739,0.04678739,12588.667,19.20907454,5.5,-0.90340157
202,4,N,Y,32,35,NY,2,SLOW,4.678739,0.04678739,12588.667,19.20907454,33.5,-0.90340157
203,1,P,B,11,22,PB,2,SLOW,29.6571773,0.296571773,4346.148667,6.631797767,16.5,-0.698973367
203,2,N,B,15,98,NB,2,SLOW,29.6571773,0.296571773,4346.148667,6.631797767,56.5,-0.698973367
203,3,P,Y,36,38,PY,2,SLOW,6.6524391,0.066524391,22021.563,33.6027512,37,-0.921690129
203,4,N,Y,38,51,NY,2,SLOW,6.6524391,0.066524391,22021.563,33.6027512,44.5,-0.921690129
204,1,P,B,64,67,PB,2,SLOW,21.0091017,0.210091017,1785.807667,2.724967829,65.5,-0.449730142
204,2,N,B,118,143,NB,2,SLOW,21.0091017,0.210091017,1785.807667,2.724967829,130.5,-0.449730142
204,3,P,Y,89,91,PY,2,SLOW,2.6936471,0.026936471,16807.59667,25.64674856,90,-0.885007878
204,4,N,Y,94,96,NY,2,SLOW,2.6936471,0.026936471,16807.59667,25.64674856,95,-0.885007878
205,1,P,B,2,3,PB,1,FAST,20.2582077,0.202582077,1160.990333,1.771557692,2.5,-0.393942701
205,2,N,B,2,3,NB,1,FAST,20.2582077,0.202582077,1160.990333,1.771557692,2.5,-0.393942701
205,3,P,Y,2,4,PY,1,FAST,2.873266,0.02873266,11837.19733,18.06240533,3,-0.868958933
205,4,N,Y,21,22,NY,2,SLOW,2.873266,0.02873266,11837.19733,18.06240533,21.5,-0.868958933
206,1,P,B,8,23,PB,2,SLOW,14.1837937,0.141837937,1380.916,2.107142748,15.5,-0.358359653
206,2,N,B,6,24,NB,2,SLOW,14.1837937,0.141837937,1380.916,2.107142748,15,-0.358359653
206,3,P,Y,47,50,PY,2,SLOW,8.8753104,0.088753104,15805.262,24.11728389,48.5,-0.864789591
206,4,N,Y,18,22,NY,2,SLOW,8.8753104,0.088753104,15805.262,24.11728389,20,-0.864789591
207,1,P,B,9,13,PB,2,SLOW,21.5577097,0.215577097,1867.487,2.849602502,11,-0.459450061
207,2,N,B,27,34,NB,2,SLOW,21.5577097,0.215577097,1867.487,2.849602502,30.5,-0.459450061
207,3,P,Y,15,17,PY,2,SLOW,1.7208013,0.017208013,15629.39633,23.84893009,16,-0.876806297
207,4,N,Y,12,37,NY,2,SLOW,1.7208013,0.017208013,15629.39633,23.84893009,24.5,-0.876806297
208,1,P,B,6,10,PB,1,FAST,12.6670037,0.126670037,1145.052333,1.747237863,8,-0.297602143
208,2,N,B,8,26,NB,2,SLOW,12.6670037,0.126670037,1145.052333,1.747237863,17,-0.297602143
208,3,P,Y,23,25,PY,2,SLOW,10.3694871,0.103694871,15189.47433,23.17765215,24,-0.849026697
208,4,N,Y,15,27,NY,2,SLOW,10.3694871,0.103694871,15189.47433,23.17765215,21,-0.849026697
209,1,P,B,7,12,PB,1,FAST,24.4335564,0.244335564,1252.783,1.911624323,9.5,-0.344185816
209,2,N,B,34,51,NB,2,SLOW,24.4335564,0.244335564,1252.783,1.911624323,42.5,-0.344185816
209,3,P,Y,52,57,PY,2,SLOW,2.861752,0.02861752,15108.85867,23.05464052,54.5,-0.863653298
209,4,N,Y,56,63,NY,2,SLOW,2.861752,0.02861752,15108.85867,23.05464052,59.5,-0.863653298
